Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
108	Spectrogram 1	1	153.91	154	0.0900000000000034	0	152.34375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	153.91	5047.200418195313.wav	NN	NA	BlobDetector	0.811437552703399
109	Spectrogram 1	1	154.36	154.44	0.0799999999999841	0	58.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	154.36	5047.200418195313.wav	NN	NA	BlobDetector	0.552777427574727
110	Spectrogram 1	1	154.9	154.95	0.0500000000000114	0	46.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	154.9	5047.200418195313.wav	NN	NA	BlobDetector	0.676654930015645
111	Spectrogram 1	1	156.49	156.63	0.139999999999986	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	156.49	5047.200418195313.wav	FS	NA	BlobDetector	0.571596406854977
112	Spectrogram 1	1	157.24	157.36	0.120000000000005	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	157.24	5047.200418195313.wav	NN	NA	BlobDetector	0.745460312989523
113	Spectrogram 1	1	159.92	160	0.0799999999999841	890.625	1007.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	159.92	5047.200418195313.wav	NN	NA	BlobDetector	1
114	Spectrogram 1	1	161.54	161.76	0.219999999999999	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	161.54	5047.200418195313.wav	NN	NA	BlobDetector	0.555148929651128
115	Spectrogram 1	1	161.91	162.03	0.120000000000005	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	161.91	5047.200418195313.wav	NN	NA	BlobDetector	0.565915377984534
116	Spectrogram 1	1	162.1	162.18	0.0800000000000125	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	162.1	5047.200418195313.wav	NN	NA	BlobDetector	0.789552878284011
117	Spectrogram 1	1	163.08	163.27	0.189999999999998	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	163.08	5047.200418195313.wav	NN	NA	BlobDetector	0.688179648645102
118	Spectrogram 1	1	164.01	164.34	0.330000000000013	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	164.01	5047.200418195313.wav	NN	NA	BlobDetector	0.770169320724477
119	Spectrogram 1	1	164.37	164.47	0.0999999999999943	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	164.37	5047.200418195313.wav	FS	NA	BlobDetector	0.563136012847569
120	Spectrogram 1	1	164.58	164.67	0.0900000000000034	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	164.58	5047.200418195313.wav	NN	NA	BlobDetector	0.745652476003562
121	Spectrogram 1	1	164.87	164.98	0.109999999999985	23.4375	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	164.87	5047.200418195313.wav	NN	NA	BlobDetector	0.723693972695269
122	Spectrogram 1	1	165.29	165.39	0.100000000000023	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	165.29	5047.200418195313.wav	FS	NA	BlobDetector	0.501368706379938
123	Spectrogram 1	1	166.4	166.51	0.109999999999985	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	166.4	5047.200418195313.wav	FS	NA	BlobDetector	0.591732796137195
124	Spectrogram 1	1	166.57	166.67	0.100000000000023	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	166.57	5047.200418195313.wav	NN	NA	BlobDetector	0.676232933230524
125	Spectrogram 1	1	167	167.1	0.0999999999999943	23.4375	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	167	5047.200418195313.wav	NN	NA	BlobDetector	0.635647493942476
126	Spectrogram 1	1	167.49	167.58	0.0900000000000034	70.3125	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	167.49	5047.200418195313.wav	FS	NA	BlobDetector	0.745760181630797
127	Spectrogram 1	1	168.66	168.78	0.120000000000005	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	168.66	5047.200418195313.wav	NN	NA	BlobDetector	0.534376605774806
128	Spectrogram 1	1	169.33	169.43	0.0999999999999943	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	169.33	5047.200418195313.wav	NN	NA	BlobDetector	0.609878808611451
129	Spectrogram 1	1	169.75	169.86	0.110000000000014	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	169.75	5047.200418195313.wav	NN	NA	BlobDetector	0.653914564430353
130	Spectrogram 1	1	170.01	170.65	0.640000000000015	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	170.01	5047.200418195313.wav	NN	NA	BlobDetector	0.791683029060643
131	Spectrogram 1	1	170.96	171.05	0.0900000000000034	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	170.96	5047.200418195313.wav	FS	NA	BlobDetector	0.656904890944997
132	Spectrogram 1	1	171.56	171.68	0.120000000000005	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	171.56	5047.200418195313.wav	NN	NA	BlobDetector	0.68388218767429
133	Spectrogram 1	1	172.07	172.2	0.130000000000024	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	172.07	5047.200418195313.wav	FS	NA	BlobDetector	0.590656425586336
134	Spectrogram 1	1	172.59	172.71	0.120000000000005	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	172.59	5047.200418195313.wav	NN	NA	BlobDetector	0.552340953158053
135	Spectrogram 1	1	173.16	173.28	0.120000000000005	457.03125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	173.16	5047.200418195313.wav	NN	NA	BlobDetector	0.996824559949202
136	Spectrogram 1	1	173.38	173.52	0.140000000000015	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	173.38	5047.200418195313.wav	NN	NA	BlobDetector	0.628931773072519
137	Spectrogram 1	1	174.08	174.16	0.0799999999999841	199.21875	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	174.08	5047.200418195313.wav	FS	NA	BlobDetector	0.676545758399864
138	Spectrogram 1	1	174.33	174.4	0.0699999999999932	187.5	234.375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	174.33	5047.200418195313.wav	FS	NA	BlobDetector	0.59487130747382
139	Spectrogram 1	1	174.7	174.81	0.109999999999985	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	174.7	5047.200418195313.wav	FS	NA	BlobDetector	0.551424900560888
140	Spectrogram 1	1	176.03	176.12	0.0900000000000034	105.46875	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	176.03	5047.200418195313.wav	FS	NA	BlobDetector	0.812913129928375
141	Spectrogram 1	1	176.57	176.65	0.0800000000000125	867.1875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	176.57	5047.200418195313.wav	NN	NA	BlobDetector	1
142	Spectrogram 1	1	177.47	177.57	0.0999999999999943	117.1875	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	177.47	5047.200418195313.wav	FS	NA	BlobDetector	0.517716191963196
143	Spectrogram 1	1	178.97	179.08	0.110000000000014	105.46875	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	178.97	5047.200418195313.wav	FS	NA	BlobDetector	0.581181104437915
144	Spectrogram 1	1	180.45	180.55	0.0999999999999943	117.1875	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	180.45	5047.200418195313.wav	FS	NA	BlobDetector	0.639790671512726
145	Spectrogram 1	1	182.19	182.33	0.140000000000015	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	182.19	5047.200418195313.wav	FS	NA	BlobDetector	0.500078829587421
146	Spectrogram 1	1	182.88	182.95	0.0700000000000216	972.65625	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	182.88	5047.200418195313.wav	NN	NA	BlobDetector	1
147	Spectrogram 1	1	182.89	182.94	0.0499999999999829	832.03125	937.5	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	182.89	5047.200418195313.wav	NN	NA	BlobDetector	1
148	Spectrogram 1	1	185.73	186.04	0.310000000000002	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	185.73	5047.200418195313.wav	NN	NA	BlobDetector	0.526761467062398
149	Spectrogram 1	1	186.06	186.18	0.120000000000005	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	186.06	5047.200418195313.wav	NN	NA	BlobDetector	0.582398514327811
150	Spectrogram 1	1	186.27	186.38	0.109999999999985	0	128.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	186.27	5047.200418195313.wav	NN	NA	BlobDetector	0.694012348338558
151	Spectrogram 1	1	186.79	186.9	0.110000000000014	93.75	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	186.79	5047.200418195313.wav	NN	NA	BlobDetector	0.591878131725021
152	Spectrogram 1	1	186.98	187.09	0.110000000000014	70.3125	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	186.98	5047.200418195313.wav	NN	NA	BlobDetector	0.617080327698689
153	Spectrogram 1	1	187.2	187.31	0.109999999999985	105.46875	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	187.2	5047.200418195313.wav	NN	NA	BlobDetector	0.662710158774664
154	Spectrogram 1	1	189.19	189.39	0.200000000000017	0	410.15625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	189.19	5047.200418195313.wav	FS	NA	BlobDetector	0.517057693237312
155	Spectrogram 1	1	189.78	189.97	0.189999999999998	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	189.78	5047.200418195313.wav	NN	NA	BlobDetector	0.702882115310929
156	Spectrogram 1	1	190.21	190.33	0.120000000000005	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	190.21	5047.200418195313.wav	FS	NA	BlobDetector	0.520828074148628
157	Spectrogram 1	1	190.39	190.5	0.109999999999985	0	257.8125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	190.39	5047.200418195313.wav	FS	NA	BlobDetector	0.84228054771154
158	Spectrogram 1	1	190.59	190.75	0.159999999999997	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	190.59	5047.200418195313.wav	NN	NA	BlobDetector	0.706057117993241
159	Spectrogram 1	1	192.08	192.14	0.0600000000000023	117.1875	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	192.08	5047.200418195313.wav	NN	NA	BlobDetector	0.690529853868438
160	Spectrogram 1	1	192.5	192.58	0.0800000000000125	117.1875	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	192.5	5047.200418195313.wav	FS	NA	BlobDetector	0.835334751738957
161	Spectrogram 1	1	193.12	193.22	0.0999999999999943	0	398.4375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	193.12	5047.200418195313.wav	FS	NA	BlobDetector	0.589996281681796
162	Spectrogram 1	1	193.34	193.46	0.120000000000005	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	193.34	5047.200418195313.wav	NN	NA	BlobDetector	0.509839137884795
163	Spectrogram 1	1	193.55	193.67	0.120000000000005	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	193.55	5047.200418195313.wav	FS	NA	BlobDetector	0.866719250076716
164	Spectrogram 1	1	193.73	193.83	0.0999999999999943	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	193.73	5047.200418195313.wav	FS	NA	BlobDetector	0.788142940891436
165	Spectrogram 1	1	194.25	194.37	0.120000000000005	0	468.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	194.25	5047.200418195313.wav	FS	NA	BlobDetector	0.537389919640587
166	Spectrogram 1	1	194.66	194.79	0.129999999999995	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	194.66	5047.200418195313.wav	FS	NA	BlobDetector	0.866881979457678
167	Spectrogram 1	1	195.02	195.14	0.120000000000005	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	195.02	5047.200418195313.wav	FS	NA	BlobDetector	0.614745410312417
168	Spectrogram 1	1	195.54	195.67	0.130000000000024	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	195.54	5047.200418195313.wav	FS	NA	BlobDetector	0.573174829022138
169	Spectrogram 1	1	195.9	196.01	0.109999999999985	0	386.71875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	195.9	5047.200418195313.wav	NN	NA	BlobDetector	0.539670405564167
170	Spectrogram 1	1	196.35	196.48	0.130000000000024	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	196.35	5047.200418195313.wav	FS	NA	BlobDetector	0.861691827391196
171	Spectrogram 1	1	196.82	196.96	0.140000000000015	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	196.82	5047.200418195313.wav	NN	NA	BlobDetector	0.548278608366911
172	Spectrogram 1	1	197.45	197.57	0.119999999999976	0	457.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	197.45	5047.200418195313.wav	FS	NA	BlobDetector	0.594725016544036
173	Spectrogram 1	1	198.27	198.41	0.139999999999986	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	198.27	5047.200418195313.wav	FS	NA	BlobDetector	0.60960255479272
174	Spectrogram 1	1	198.65	198.8	0.150000000000006	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	198.65	5047.200418195313.wav	NN	NA	BlobDetector	0.639127918809867
175	Spectrogram 1	1	200.84	200.91	0.0699999999999932	105.46875	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	200.84	5047.200418195313.wav	NN	NA	BlobDetector	0.687503762822624
176	Spectrogram 1	1	200.84	200.91	0.0699999999999932	23.4375	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	200.84	5047.200418195313.wav	FS	NA	BlobDetector	0.506585576435114
177	Spectrogram 1	1	203.56	203.64	0.0800000000000125	738.28125	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	203.56	5047.200418195313.wav	NN	NA	BlobDetector	1
178	Spectrogram 1	1	203.89	204.01	0.119999999999976	0	480.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	203.89	5047.200418195313.wav	FS	NA	BlobDetector	0.561526469192952
179	Spectrogram 1	1	207.25	207.34	0.0900000000000034	0	105.46875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	207.25	5047.200418195313.wav	NN	NA	BlobDetector	0.519101347178578
180	Spectrogram 1	1	207.58	207.72	0.139999999999986	0	492.1875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	207.58	5047.200418195313.wav	FS	NA	BlobDetector	0.584044583237839
181	Spectrogram 1	1	207.98	208.12	0.139999999999986	0	503.90625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	207.98	5047.200418195313.wav	FS	NA	BlobDetector	0.625041864303734
182	Spectrogram 1	1	209.68	209.77	0.0900000000000034	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	209.68	5047.200418195313.wav	NN	NA	BlobDetector	0.506863192395955
183	Spectrogram 1	1	211.33	211.4	0.0699999999999932	0	93.75	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	211.33	5047.200418195313.wav	NN	NA	BlobDetector	0.593354893883645
184	Spectrogram 1	1	212.29	212.39	0.100000000000023	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	212.29	5047.200418195313.wav	NN	NA	BlobDetector	0.631181050189241
185	Spectrogram 1	1	212.58	212.69	0.109999999999985	0	457.03125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	212.58	5047.200418195313.wav	FS	NA	BlobDetector	0.723061342554036
186	Spectrogram 1	1	213.08	213.25	0.169999999999987	0	269.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	213.08	5047.200418195313.wav	NN	NA	BlobDetector	0.561450983749562
187	Spectrogram 1	1	213.87	214.01	0.139999999999986	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	213.87	5047.200418195313.wav	NN	NA	BlobDetector	0.599260787533636
188	Spectrogram 1	1	214.38	214.52	0.140000000000015	0	363.28125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	214.38	5047.200418195313.wav	NN	NA	BlobDetector	0.738697384731203
189	Spectrogram 1	1	216.12	216.22	0.0999999999999943	58.59375	351.5625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	216.12	5047.200418195313.wav	NN	NA	BlobDetector	0.544351766681714
190	Spectrogram 1	1	218.78	218.88	0.0999999999999943	0	421.875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	218.78	5047.200418195313.wav	FS	NA	BlobDetector	0.541230036215062
191	Spectrogram 1	1	219.69	219.8	0.110000000000014	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	219.69	5047.200418195313.wav	FS	NA	BlobDetector	0.538155773425089
192	Spectrogram 1	1	220.49	220.66	0.169999999999987	0	375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	220.49	5047.200418195313.wav	NN	NA	BlobDetector	0.745879468392695
193	Spectrogram 1	1	220.81	220.99	0.180000000000007	0	152.34375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	220.81	5047.200418195313.wav	NN	NA	BlobDetector	0.710152094624179
194	Spectrogram 1	1	220.81	220.92	0.110000000000014	140.625	292.96875	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	220.81	5047.200418195313.wav	NN	NA	BlobDetector	0.540060638087458
195	Spectrogram 1	1	221.04	221.14	0.100000000000023	0	281.25	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	221.04	5047.200418195313.wav	NN	NA	BlobDetector	0.514549661268253
196	Spectrogram 1	1	222.8	222.89	0.0900000000000034	0	328.125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	222.8	5047.200418195313.wav	NN	NA	BlobDetector	0.569191938487235
197	Spectrogram 1	1	223.65	223.76	0.109999999999985	0	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	223.65	5047.200418195313.wav	NN	NA	BlobDetector	0.608664547858824
198	Spectrogram 1	1	224.31	224.4	0.0900000000000034	0	210.9375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	224.31	5047.200418195313.wav	FS	NA	BlobDetector	0.524367206838723
199	Spectrogram 1	1	226.41	226.49	0.0800000000000125	292.96875	445.3125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	226.41	5047.200418195313.wav	NN	NA	BlobDetector	0.712849495419741
200	Spectrogram 1	1	226.72	226.85	0.129999999999995	0	222.65625	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	226.72	5047.200418195313.wav	NN	NA	BlobDetector	0.710046502641854
201	Spectrogram 1	1	227.14	227.27	0.129999999999995	0	246.09375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	227.14	5047.200418195313.wav	NN	NA	BlobDetector	0.576562676991926
202	Spectrogram 1	1	228.61	228.75	0.139999999999986	867.1875	1019.53125	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	228.61	5047.200418195313.wav	NN	NA	BlobDetector	1
203	Spectrogram 1	1	230.04	230.26	0.219999999999999	0	433.59375	/Users/arielalonso/Desktop/SpReefCalls/soundfilesRCAin_200418_1505_5047\5047.200418195313.wav	230.04	5047.200418195313.wav	FS	NA	BlobDetector	0.569045116910149
